Name
Abattârik
Adalbert Bolger
Adaldrida Bolger
Adalgar Bolger
Adalgrim Took
Adamanta Chubb
Adanedhel
Adanel
Adelard Took
Adrahil
Aegnor
Aerandir
Aerin
Agarwaen
Aghan
Aikanáro
Ailinel
Aiwendil
Alatar
Alatáriel
Aldor
Alfrida
Algund
Almarian
Almiel
Amandil
Amaranth Brandybuck
Amarië
Ambaráto
Ambarussa
Amdír
Amethyst Hornblower
Amlach
Amlaith
Amras
Amrod
Amroth
Anairë
Anardil
Anárion
Anborn
Ancalagon
Andreth
Andróg
Anducal
Andwise Roper
Andy
Anfauglir
Angaráto
Angbor
Angelica Baggins
Angelimar
Angelimir
Angrim
Angrod
Annael
Annatar
Anson Roper
Aphanuzir
Ar-Adûnakhôr
Ar-Feiniel
Ar-Gimilzôr
Ar-Pharazôn
Ar-Sakalthôr
Ar-Zimrathôn
Aracáno
Arador
Arafinwë
Araglas
Aragorn
Aragost
Arahad
Arahael
Arakáno
Aranarth
Aranel
Aranuir
Aranwë
Aranwion
Araphant
Araphor
Arassuil
Aratan
Arathorn
Araval
Aravir
Aravorn
Arciryas
Ardamir
Ardamírë
Aredhel
Argeleb
Argon
Argonui
Arien
Arminas
Arod
Arroch
Artamir
Artanáro
Artanis
Arthad
Arvedui
Arvegil
Arveleg
Arwen
Asfaloth
Asgon
Asphodel Brandybuck
Atanalcar
Atanatar
Atarinkë
Aulë
Aulendil
Axantur
Azaghâl
Azog
Azrubêl
Bain
Balan
Balbo Baggins
Baldor
Balin
Balkumagân
Bandobras Took
Barach
Baragund
Barahir
Baran
Baranor
Bard
Bard the Bowman
Barliman Butterbur
Basso Boffin
Beechbone
Belba Baggins
Beldir
Beldis
Belecthor
Beleg
Beleg Cúthalion
Belegorn
Belegund
Belemir
Belen
Bell Goodchild
Belladonna Took
Belzagar
Bëor
Beorn
Bereg
Beregar
Beregond
Beren
Beren Erchamion
Bereth
Bergil
Beril
Berilac Brandybuck
Bert
Berúthiel
Berylla Boffin
Bifur
Bilbo Baggins
Bilbo Gardner
Bill
Bill Ferny
Bingo Baggins
Blanco
Blanco Bracegirdle
Bob
Bodo Proudfoot
Bofur
Bolg
Bombur
Bór
Borin
Borlach
Borlad
Boromir
Boron
Borondir
Borthand
Bosco Boffin
Bowman Cotton
Brand
Brandir
Bregalad
Brego
Bregolas
Briffo Boffin
Brodda
Bruno Bracegirdle
Brytta
Bucca
Buffo Boffin
Bungo Baggins
Calimehtar
Calion
Caliondo
Calmacil
Camellia Sackville
Camlost
Caranthir
Carc
Carcharoth
Carl Cotton
Carnistir
Castamir the Usurper
Celandine Brandybuck
Celeborn
Celebrían
Celebrimbor
Celebrindal
Celebrindor
Celegorm
Celepharn
Cemendur
Ceorl
Chica Chubb
Círdan
Cirion
Ciryandil
Ciryatur
Ciryon
Cora Goodbody
Cotman
Cottar
Curufin
Curufinwë
Curumo
Daeron
Dagnir
Dáin
Dairuin
Daisy Baggins
Daisy Gardner
Damrod
Déagol
Denethor
Déor
Déorwine
Derufin
Dervorin
Diamond
Dina Diggle
Dinodas Brandybuck
Dior
Dírhael
Dírhavel
Dís
Doderic Brandybuck
Dodinas Brandybuck
Donnamira Took
Dora Baggins
Dori
Dorlas
Draugluin
Drogo Baggins
Druda Burrows
Dudo Baggins
Duilin
Duinhir
Dúnhere
Durin
Dwalin
Eärendil
Eärendur
Eärnil
Eärnur
Eärwen
Ecthelion
Edrahil
Egalmoth
Eglantine Banks
Eilinel
Elanor Gardner
Elatan
Elbereth
Elboron
Eldacar
Eldalótë
Eldarion
Elemmakil
Elemmírë
Elendil
Elendur
Elenwë
Elessar
Elestirnë
Elfhelm
Elfhild
Elfstan Fairbairn
Elfwine
Elladan
Elmo
Elrohir
Elrond
Elros
Eluchíl
Eluréd
Elurín
Elwë
Elwing
Emeldir
Emerwen Aranel
Enel
Enerdhil
Eofor
Eöl
Éomer
Éomund
Eönwë
Eorl the Young
Éothain
Éowyn
Eradan
Erchirion
Ereinion
Erellont
Erendis
Erestor
Erkenbrand
Erling Greenhand
Esmeralda Brandybuck
Estë
Estel
Estella Bolger
Estelmo
Everard Took
Faelivrin
Falassion
Falastur
Falco Chubb-Baggins
Fangorn
Faramir
Faramir Took
Farin
Farmer Maggot
Fastolph Bolger
Fastred
Fatty Lumpkin
Fëanáro
Fëanor
Felaróf
Fengel
Ferdinand Took
Ferumbras Took
Fíli
Filibert Bolger
Fimbrethil
Finarfin
Findaráto
Findegil
Findekáno
Findis
Finduilas
Finglas
Fingolfin
Fingon
Finrod
Finwë
Firefoot
Fíriel Fairbairn
Fladrif
Flambard Took
Flói
Folca
Folco Boffin
Folcred
Folcwine
Forlong
Forthwini
Fortinbras Took
Forweg
Fosco Baggins
Fram
Frár
Fréa
Fréaláf Hildeson
Fréawine
Freca
Fredegar Bolger
Frerin
Frodo Baggins
Frodo Gardner
Frór
Frumgar
Fuinur
Fundin
Gaffer
Galadhon
Galador
Galadriel
Galathil
Galdor
Galdor the Tall
Galion
Gálmód
Gamil Zirak
Gamling
Gandalf
Gárulf
Gelmir
Gerda Boffin
Gerontius Took
Gethron
Ghân-buri-Ghân
Gil-galad
Gildis
Gildor
Gildor Inglorion
Gilly Brownlock
Gilmith
Gilraen
Gimilkhâd
Gimilzagar
Gimli
Girion
Glaurung
Gléowine
Glirhuin
Glóin
Glóredhel
Glorfindel
Golasgil
Goldberry
Goldilocks Gardner
Goldwine
Golfimbul
Gollum
Gorbadoc Brandybuck
Gorbag
Gorbulas Brandybuck
Gorhendad Brandybuck
Gorlim
Gormadoc Brandybuck
Gorthol
Gothmog
Gram
Griffo Boffin
Gríma
Grimbeorn
Grimbold
Grishnákh
Grithnir
Gróin
Grór
Gruffo Boffin
Guilin
Gundabald Bolger
Gundahad Bolger
Gundahar Bolger
Gundolpho Bolger
Gundor
Guthláf
Gwaihir
Gwindor
Hador
Hador Lórindol
Halbarad
Haldad
Haldan
Haldar
Haldir
Haleth
Halfast Gamgee
Halfred Gamgee
Halfred Greenhand
Hallacar
Hallas
Hallatan
Halmir
Háma
Hamfast Gamgee
Hamfast Gardner
Hamfast of Gamwich
Hamson Gamgee
Hanna Goldworthy
Harding
Harding of the Hill
Hareth
Harry Goatleaf
Hasufel
Hatholdir
Helm Hammerhand
Hending
Herefara
Heribald Bolger
Herion
Herubrand
Herucalmo
Herugar Bolger
Herumor
Herunúmen
Hilda Bracegirdle
Hildibrand Took
Hildifons Took
Hildigard Took
Hildigrim Took
Hirgon
Hiril
Hirluin
Hob Gammidge
Hob Hayward
Hobson Gamgee
Holdwine
Holfast Gardner
Holman Cotton
Holman Greenhand
Horn
Hostamir
Huan
Hugo Boffin
Hugo Bracegirdle
Hundar
Hunthor
Huor
Húrin
Hyarmendacil
Îbal
Ibûn
Idril
Ilberic Brandybuck
Ilmarë
Imin
Imrahil
Indis
Ingalaurë
Ingoldo
Ingwë
Ingwion
Inziladûn
Inzilbêth
Ioreth
Iorlas
Írildë
Irimë
Írimon
Írissë
Irmo
Ironfoot
Isembard Took
Isembold Took
Isengar Took
Isengrim Took
Isildur
Isilmë
Isilmo
Isumbras Took
Ivorwen
Ivy Goodenough
Jago Boffin
Jessamine Boffin
Khamûl
Khîm
Kíli
Lagduf
Lalia Clayhanger
Landroval
Largo Baggins
Laura Grubb
Lavender Grubb
Legolas
Lenwë
Léod
Léofa
Lily Baggins
Lily Brown
Linda Baggins
Lindissë
Lindórië
Lobelia Sackville-Baggins
Long Hom
Longo Baggins
Lóni
Lorgan
Lórien
Lothíriel
Lotho Sackville-Baggins
Lugdush
Lúthien
Mablung
Madoc Brandybuck
Maedhros
Maeglin
Maglor
Mahtan
Mairen
Malach
Malantur
Mallor
Malva Headstrong
Malvegil
Mámandil
Mandos
Manwë
Manwendil
Marach
Marcho
Mardil Voronwë
Marhari
Marhwini
Marigold Gamgee
Marmadas Brandybuck
Marmadoc Brandybuck
Marroc Brandybuck
Mat Heathertoes
Mauhúr
May Gamgee
Meldis
Melian
Melilot Brandybuck
Melkor
Menegilda Goold
Meneldil
Meneldor
Mentha Brandybuck
Meriadoc Brandybuck
Merimac Brandybuck
Merimas Brandybuck
Merry
Merry Gardner
Milo Burrows
Mîm
Mimosa Bunce
Minalcar
Minardil
Minastan
Minto Burrows
Minyatur
Mirabella Took
Míriel Therindë
Mithrandir
Mithrellas
Morgoth
Morifinwë
Mormegil
Moro Burrows
Morwen
Morwen Steelsheen
Mosco Burrows
Mungo Baggins
Muzgash
Myrtle Burrows
Nahald
Nahar
Náin
Náli
Námo
Nár
Narmacil
Narvi
Neithan
Nellas
Nerdanel
Nerwen
Nessa
Nessanië
Nick
Nienna
Niënor
Nimloth
Nina Lightfoot
Nob
Ñoldóran
Nólimon
Ñolofinwë
Nolondil
Nóm
Nora Bolger
Nori
Númendil
Núneth
Odo Proudfoot
Odovacar Bolger
Óin
Olo Proudfoot
Olórin
Olwë
Ondoher
Orchaldor
Orgulas Brandybuck
Ori
Orodreth
Oromë
Oromendil
Oropher
Orophin
Ossë
Ostoher
Otho Sackville-Baggins
Otto Boffin
Paladin Took
Pallando
Pansy Baggins
Parmaitë
Pearl Took
Pelendur
Pengolodh
Peony Baggins
Peregrin Took
Pervinca Took
Pimpernel Took
Pippin
Pippin Gardner
Pityafinwë
Polo Baggins
Ponto Baggins
Poppy Chubb-Baggins
Porto Baggins
